min_valence,max_valence,sum_valence,mean_valence,min_arousal,max_arousal,sum_arousal,mean_arousal,min_dominance,max_dominance,sum_dominance,mean_dominance,id,min_valence,min_arousal,min_dominance,range_valence,range_arousal,range_dominance,std_valence,std_arousal,std_dominance
0.0,0.938,5.781000000000001,0.23124,0.0,0.551,3.71,0.1484,0.0,0.745,5.047,0.20188,cA43Gfcg0QA.000.mp4,0.208,0.187,0.264,0.73,0.3640000000000001,0.48100000000000004,0.19306492720248924,0.09394010752417144,0.1668046316022638
0.0,0.8959999999999999,6.2700000000000005,0.24115384615384616,0.0,0.642,4.7139999999999995,0.18130769230769234,0.0,0.7170000000000001,5.303,0.20396153846153847,pZxqWp0e-Ik.000.mp4,0.49,0.311,0.459,0.4059999999999999,0.331,0.2580000000000001,0.1190350088559384,0.10253972431076844,0.08240250505601256
0.0,0.7859999999999999,6.547999999999999,0.10561290322580644,0.0,0.594,3.773,0.060854838709677415,0.0,0.71,4.942,0.07970967741935484,D3AomvNhR1k.003.mp4,0.406,0.24,0.212,0.3799999999999999,0.354,0.498,0.12893626332417116,0.10831255698209696,0.15241377890466465
0.0,0.918,7.284,0.15175,0.0,0.846,5.682,0.118375,0.0,0.618,5.5889999999999995,0.1164375,Fi1ILrwQpSY.003.mp4,0.083,0.225,0.263,0.835,0.621,0.355,0.2336164948514267,0.2169637066423783,0.11210198110054373
0.0,0.918,4.574,0.1063720930232558,0.0,0.542,2.587,0.06016279069767441,0.0,0.657,3.841,0.08932558139534884,Xfmu-7JuDGg.002.mp4,0.406,0.231,0.37,0.5119999999999999,0.31100000000000005,0.28700000000000003,0.16591724025020693,0.10844861474825912,0.10502477841744136
0.0,0.865,6.690999999999999,0.19117142857142852,0.0,0.588,2.9789999999999996,0.08511428571428571,0.0,0.8140000000000001,5.459,0.15597142857142854,YzNbGMNr3z0.001.mp4,0.51,0.125,0.387,0.355,0.463,0.4270000000000001,0.09338702159545048,0.13148637445251374,0.15322612999609514
0.0,0.927,4.416,0.09395744680851063,0.0,0.812,3.514,0.0747659574468085,0.0,0.812,3.7430000000000003,0.07963829787234042,aFVFvJNnFt0.000.mp4,0.229,0.292,0.35700000000000004,0.6980000000000001,0.52,0.455,0.21499463685764586,0.15078366717159486,0.18172248409178704
0.0,0.958,5.709,0.1631142857142857,0.0,0.665,3.414,0.09754285714285714,0.0,0.81,4.3580000000000005,0.12451428571428573,cgT-3CHBmKs.000.mp4,0.493,0.24,0.379,0.465,0.425,0.4310000000000001,0.1526998178617119,0.115687888302968,0.12282685984751054
0.0,0.802,2.375,0.0625,0.0,0.588,1.531,0.04028947368421052,0.0,0.812,2.236,0.05884210526315789,P_wDFLJnW-o.004.mp4,0.469,0.285,0.469,0.3330000000000001,0.303,0.3430000000000001,0.1249167222592716,0.12382724861677255,0.14623440087749534
0.0,0.918,3.0250000000000004,0.09453125,0.0,0.574,1.419,0.04434375,0.0,0.618,1.7049999999999998,0.05328125,t0_DAgeU4nM.002.mp4,0.385,0.16,0.12,0.5329999999999999,0.4139999999999999,0.498,0.1808800707651343,0.14804647918812522,0.20357013533423807
0.0,0.7859999999999999,6.1530000000000005,0.15382500000000002,0.0,0.5479999999999999,3.734,0.09335,0.0,0.71,5.332999999999999,0.133325,TTuysItuSdo.004.mp4,0.573,0.3,0.415,0.213,0.24799999999999994,0.295,0.06735478206235,0.0801449304481775,0.1014485212762404
0.0,0.906,8.096,0.18827906976744185,0.0,0.86,7.231,0.16816279069767442,0.0,0.88,7.658000000000001,0.17809302325581394,nUbhRInpVbA.004.mp4,0.073,0.389,0.28600000000000003,0.833,0.47100000000000003,0.594,0.20132947016161234,0.16821189926861754,0.14864097311605873
0.0,0.938,5.234,0.14145945945945945,0.0,0.843,3.7769999999999997,0.10208108108108108,0.0,0.7040000000000001,4.119,0.11132432432432432,kL-CeaXG9jM.004.mp4,0.173,0.215,0.317,0.7649999999999999,0.628,0.3870000000000001,0.21603688921107891,0.1916007812484072,0.11737273693238988
0.0,0.823,7.4289999999999985,0.15161224489795916,0.0,0.574,4.8919999999999995,0.09983673469387756,0.0,0.647,4.989000000000001,0.10181632653061226,Znixev2a1AI.000.mp4,0.265,0.215,0.115,0.5579999999999999,0.359,0.532,0.11812802204319148,0.12457454124551537,0.13046598196073791
0.0,0.885,5.343,0.1781,0.0,0.509,3.161,0.10536666666666666,0.0,0.647,4.026,0.1342,zNHM8iNyTO4.005.mp4,0.281,0.102,0.263,0.604,0.407,0.384,0.16411581276647294,0.1063973451817685,0.1189276157071089
0.0,0.875,9.912,0.2478,0.0,0.5479999999999999,5.5379999999999985,0.13845,0.0,0.693,6.209,0.155225,LWylAwr9kJI.002.mp4,0.48,0.194,0.331,0.395,0.354,0.3619999999999999,0.12572021089932767,0.09347628750934972,0.08964433692574864
0.0,0.7809999999999999,5.5889999999999995,0.14330769230769233,0.0,0.642,3.882,0.09953846153846152,0.0,0.75,4.880000000000001,0.12512820512820516,0n2vWTs6XwA.001.mp4,0.49,0.187,0.304,0.2909999999999999,0.455,0.446,0.0958563740418155,0.147369527982476,0.14674072204460778
0.0,0.7140000000000001,3.2840000000000003,0.1172857142857143,0.0,0.642,2.423,0.08653571428571429,0.0,0.598,2.4320000000000004,0.08685714285714287,FoWuHvikyqU.004.mp4,0.184,0.264,0.2,0.53,0.37799999999999995,0.398,0.177896661638779,0.14818503823111007,0.14972827239888786
0.0,0.918,6.747000000000001,0.14667391304347827,0.0,0.93,7.475,0.1625,0.0,0.8320000000000001,6.992999999999999,0.1520217391304348,6CRet5sD6xI.003.mp4,0.062,0.24,0.265,0.8559999999999999,0.6900000000000001,0.5670000000000001,0.2468705456844348,0.18795381814451667,0.14887182886151235
0.0,0.918,8.572000000000001,0.19481818181818186,0.0,0.6629999999999999,6.23,0.14159090909090907,0.0,0.78,6.861000000000001,0.15593181818181814,7s3itKIXww0.002.mp4,0.493,0.24,0.4270000000000001,0.4249999999999999,0.4229999999999999,0.353,0.10226707952980546,0.12663321926817708,0.1022196368936354
0.0,1.0,9.214,0.16453571428571426,0.0,0.608,4.571000000000001,0.08162499999999999,0.0,0.825,7.29,0.13017857142857142,X7S71Som15M.002.mp4,0.541,0.13,0.314,0.459,0.478,0.5109999999999999,0.14157143858215973,0.12970894233715047,0.1348526974146235
0.0,1.0,6.049,0.14753658536585365,0.0,0.84,5.0569999999999995,0.12334146341463414,0.0,0.6729999999999999,4.0619999999999985,0.09907317073170732,RbX4q4KceVk.004.mp4,0.061,0.418,0.309,0.939,0.42200000000000004,0.3639999999999999,0.309671670014996,0.1529236879001669,0.1344379245434693
0.0,0.823,7.767999999999999,0.1618333333333333,0.0,0.84,5.806,0.12095833333333332,0.0,0.736,6.856,0.14283333333333334,ySEeioc339E.004.mp4,0.219,0.2,0.404,0.604,0.6399999999999999,0.332,0.18269378137057452,0.18865701008873564,0.10528316284524428
0.0,0.7809999999999999,6.285,0.12086538461538462,0.0,0.594,3.785,0.07278846153846154,0.0,0.7040000000000001,4.867,0.09359615384615384,54TGLGvIm_8.003.mp4,0.51,0.183,0.415,0.2709999999999999,0.41100000000000003,0.2890000000000001,0.08028144935856048,0.1261877887304923,0.10635452012311132
0.0,0.968,3.056,0.1053793103448276,0.0,0.585,2.238,0.07717241379310345,0.0,0.7040000000000001,2.7230000000000003,0.09389655172413792,cLaZxEf1nE4.001.mp4,0.271,0.353,0.33,0.6970000000000001,0.232,0.3740000000000001,0.2667256268152725,0.1012434689251608,0.13706582360311415
0.0,0.901,7.535,0.1932051282051282,0.0,0.6559999999999999,4.518999999999999,0.11587179487179484,0.0,0.667,4.742000000000001,0.12158974358974363,On2c_8sU8Vw.002.mp4,0.472,0.2,0.259,0.4289999999999999,0.4559999999999999,0.408,0.15629866514872326,0.14577680210876434,0.12406190137145585
0.0,0.7859999999999999,7.502999999999999,0.1136818181818182,0.0,0.5770000000000001,4.274,0.06475757575757576,0.0,0.682,5.957000000000002,0.09025757575757576,kDJigDGDJTo.003.mp4,0.41,0.215,0.315,0.376,0.3620000000000001,0.3670000000000001,0.11493340463068168,0.09832923720282227,0.1162271184171558
0.0,0.8440000000000001,10.286,0.22857777777777774,0.0,0.769,7.667000000000001,0.17037777777777774,0.0,0.8270000000000001,7.689999999999999,0.17088888888888887,1hpZ2ecWqtI.002.mp4,0.333,0.24,0.2,0.5110000000000001,0.529,0.627,0.1301483597881877,0.16241833503504324,0.17714388376558632
0.0,0.812,4.956,0.08850000000000001,0.0,0.5479999999999999,2.591,0.046267857142857145,0.0,0.623,3.254,0.05810714285714285,9yZEb6bdxNY.000.mp4,0.64,0.28800000000000003,0.331,0.17200000000000004,0.2599999999999999,0.292,0.0545815248700772,0.08334682883920069,0.11762097549991253
0.0,0.83,7.2,0.1180327868852459,0.0,0.931,5.225,0.08565573770491802,0.0,0.679,5.539,0.0908032786885246,f0LnGz5Z6kA.002.mp4,0.198,0.16,0.213,0.6319999999999999,0.7709999999999999,0.4660000000000001,0.2074444675102031,0.18195538825110247,0.14563149571565456
0.0,0.7859999999999999,7.358,0.1751904761904762,0.0,0.922,6.346,0.1510952380952381,0.0,0.713,6.7410000000000005,0.1605,ASDpn9yOYAo.002.mp4,0.29600000000000004,0.26,0.379,0.4899999999999999,0.662,0.334,0.11785323336839175,0.2333896860663088,0.10425163004415758
0.0,0.7190000000000001,1.4380000000000002,0.044937500000000005,0.0,0.353,0.706,0.0220625,0.0,0.446,0.892,0.027875,--Ymqszjv54.001.mp4,0.7190000000000001,0.353,0.446,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.833,3.677,0.11861290322580645,0.0,0.583,3.011,0.09712903225806452,0.0,0.643,3.123,0.10074193548387096,Q43qO4HC6mA.000.mp4,0.173,0.24,0.19,0.6599999999999999,0.343,0.45299999999999996,0.21732051003444805,0.1442571400277282,0.19362292409395607
0.0,0.745,6.768,0.2115,0.0,0.7759999999999999,4.802,0.1500625,0.0,0.8170000000000001,5.5440000000000005,0.17325000000000002,HH03EXo0TB0.004.mp4,0.245,0.21,0.25,0.5,0.5660000000000001,0.5670000000000001,0.1266951722310944,0.18377650980349894,0.14423591785682233
0.0,0.7190000000000001,7.02,0.156,0.0,0.7709999999999999,4.378,0.0972888888888889,0.0,0.7190000000000001,5.448,0.12106666666666666,8PXQ_5tUv74.001.mp4,0.48,0.275,0.413,0.2390000000000001,0.4959999999999999,0.3060000000000001,0.07702988579626174,0.12658593918757324,0.0999173211929752
0.0,0.894,9.666,0.2148,0.0,0.574,6.564,0.14586666666666667,0.0,0.705,7.069,0.1570888888888889,eFzN_frNW8g.002.mp4,0.319,0.24,0.175,0.575,0.334,0.53,0.1504654113077155,0.11133001991077396,0.18356923005292095
0.0,0.8270000000000001,8.817999999999998,0.20040909090909087,0.0,0.7709999999999999,6.153,0.13984090909090907,0.0,0.8240000000000001,7.178,0.16313636363636366,nR0h3WFbPfA.004.mp4,0.4270000000000001,0.275,0.307,0.4,0.4959999999999999,0.5170000000000001,0.11441515809702342,0.14736891678076516,0.13966985587109793
0.0,0.74,5.6960000000000015,0.20342857142857146,0.0,0.594,3.4210000000000003,0.12217857142857146,0.0,0.7879999999999999,4.744,0.16942857142857146,p6UMx8dwHZQ.000.mp4,0.51,0.09,0.33,0.23,0.504,0.4579999999999999,0.08429899754833578,0.17283546732494492,0.1491184796987091
0.0,0.7759999999999999,5.459,0.0941206896551724,0.0,0.647,4.052,0.06986206896551722,0.0,0.812,5.353,0.09229310344827586,jq1dLOVUQJA.000.mp4,0.198,0.269,0.298,0.5779999999999998,0.3780000000000001,0.514,0.1770248639856441,0.13455505092115666,0.13574058410379525
0.0,0.95,11.892000000000001,0.1982,0.0,0.792,8.436,0.1406,0.0,0.789,10.530999999999999,0.17551666666666668,w989xx44UQI.003.mp4,0.375,0.24,0.295,0.575,0.552,0.4940000000000001,0.13991851311180625,0.15823903341306694,0.14572097335704484
0.0,0.914,4.974,0.12753846153846154,0.0,0.885,4.191,0.10746153846153846,0.0,0.759,4.577,0.11735897435897436,6TkMavTyimI.005.mp4,0.008,0.222,0.26,0.9059999999999999,0.6629999999999999,0.499,0.27951346618325523,0.19613204169073897,0.1743031274731282
0.0,0.938,8.22,0.12646153846153846,0.0,0.439,4.597,0.07072307692307693,0.0,0.71,6.372000000000001,0.09803076923076924,0hWbtuRVUgM.001.mp4,0.375,0.269,0.295,0.563,0.17000000000000004,0.415,0.14869658555667314,0.04999621287432829,0.1525712172441478
0.0,0.765,6.714,0.14595652173913046,0.0,0.596,4.18,0.0908695652173913,0.0,0.75,5.581,0.12132608695652175,ax8wm9K41og.000.mp4,0.398,0.21,0.2,0.3670000000000001,0.386,0.55,0.116240559911741,0.11508731862846967,0.19044745050789916
0.0,1.0,4.987,0.07672307692307692,0.0,0.6779999999999999,3.394,0.052215384615384615,0.0,0.6729999999999999,3.925,0.06038461538461538,eXtskPoi58A.000.mp4,0.0,0.306,0.294,1.0,0.372,0.379,0.2713235787302681,0.11303069273431884,0.1181735350025546
0.0,0.885,7.129,0.16579069767441862,0.0,0.594,4.039,0.09393023255813952,0.0,0.81,5.984,0.13916279069767445,7wsksuXYoMY.001.mp4,0.5710000000000001,0.24,0.482,0.31399999999999995,0.354,0.32799999999999996,0.10942070188040286,0.12168027777746072,0.11179194962071284
0.0,0.948,2.957,0.06876744186046511,0.0,0.612,1.837,0.042720930232558144,0.0,0.691,2.24,0.05209302325581395,-9BZ8A9U7TE.004.mp4,0.52,0.2,0.404,0.428,0.41200000000000003,0.287,0.1810957964724748,0.16448917137611216,0.11166243773086812
0.0,0.688,7.101,0.14202,0.0,0.642,5.13,0.1026,0.0,0.755,6.154,0.12308,alucqviYJFE.003.mp4,0.4270000000000001,0.24,0.307,0.2609999999999999,0.402,0.44799999999999995,0.09947371930984247,0.12323047512689385,0.11702979202844985
0.0,0.765,6.234,0.13552173913043478,0.0,0.594,4.287,0.09319565217391304,0.0,0.7040000000000001,5.496999999999999,0.11949999999999998,ZO5JoyVTat8.005.mp4,0.208,0.24,0.264,0.5569999999999999,0.354,0.4400000000000001,0.1926896189632393,0.1073956922355073,0.14436071670965625
0.0,0.918,13.122,0.20187692307692304,0.0,0.67,8.309000000000001,0.12783076923076925,0.0,0.953,10.568,0.1625846153846154,5f6s8cwA7WQ.005.mp4,0.28,0.215,0.336,0.6379999999999999,0.4550000000000001,0.617,0.13508141989185632,0.1330426529350644,0.13828427242459645
0.0,0.633,5.792999999999999,0.10532727272727273,0.0,0.755,5.643000000000002,0.1026,0.0,0.564,5.254,0.09552727272727272,59Smv7wl--w.005.mp4,0.042,0.18,0.2,0.591,0.575,0.3639999999999999,0.16428234080387338,0.15532553181410108,0.0932092925744114
0.0,0.7190000000000001,7.762,0.1315593220338983,0.0,0.5770000000000001,5.486999999999999,0.093,0.0,0.561,5.8599999999999985,0.09932203389830507,9o10YrQykMk.000.mp4,0.375,0.269,0.295,0.3440000000000001,0.3080000000000001,0.2660000000000001,0.11653369487326973,0.08734207322420301,0.07394082024131991
0.0,0.7190000000000001,8.779,0.1867872340425532,0.0,0.794,6.436,0.13693617021276594,0.0,0.632,7.285,0.155,Fz1BcPpjNXY.001.mp4,0.0,0.18600000000000005,0.22,0.7190000000000001,0.608,0.412,0.1616731729253496,0.15705432977157935,0.12273127084712356
0.0,0.684,3.83,0.1532,0.0,0.569,2.297,0.09188,0.0,0.763,3.1,0.124,KLY518hfGhU.001.mp4,0.542,0.225,0.37,0.14200000000000002,0.344,0.39299999999999996,0.050427065043376164,0.14016825207189001,0.13290556379959753
0.0,0.75,2.741,0.11420833333333333,0.0,0.509,1.5750000000000002,0.065625,0.0,0.6,2.008,0.08366666666666668,yOzHZOg95Ug.005.mp4,0.662,0.34600000000000003,0.454,0.08799999999999998,0.16299999999999998,0.14600000000000002,0.037439117243866726,0.06678463520900597,0.059615434243155525
0.0,0.8440000000000001,2.426,0.07825806451612903,0.0,0.853,3.0639999999999996,0.09883870967741937,0.0,0.86,2.9160000000000004,0.09406451612903226,nOFHZ_s7Et4.001.mp4,0.061,0.361,0.348,0.7830000000000001,0.49200000000000005,0.512,0.3421072346501898,0.1949014109748824,0.18958734134957428
0.0,0.8959999999999999,6.244,0.12742857142857142,0.0,0.555,3.853,0.07863265306122448,0.0,0.58,4.510999999999999,0.09206122448979592,U22Jy0m5xSQ.005.mp4,0.29600000000000004,0.18600000000000005,0.28600000000000003,0.5999999999999999,0.369,0.29399999999999993,0.16686863245040326,0.10000280987787832,0.0911097784847334
0.0,0.5710000000000001,2.7439999999999998,0.06692682926829269,0.0,0.931,4.927,0.12017073170731707,0.0,0.679,3.8569999999999998,0.09407317073170733,YGrCXe2-fVk.004.mp4,0.05,0.31,0.307,0.521,0.621,0.3720000000000001,0.19007564283726625,0.22656204310298755,0.13064497454934884
0.0,0.959,8.321,0.2311388888888889,0.0,0.8370000000000001,5.272,0.14644444444444446,0.0,0.8490000000000001,6.7620000000000005,0.18783333333333327,T4eZ81aJwJI.003.mp4,0.51,0.255,0.415,0.4490000000000001,0.5820000000000001,0.4340000000000001,0.1654076856719144,0.186223761255642,0.1407997229523946
0.0,0.866,5.632999999999999,0.14823684210526314,0.0,0.642,3.917,0.10307894736842106,0.0,0.75,4.796,0.12621052631578947,3JzvXA-Zfbs.002.mp4,0.385,0.16,0.213,0.48100000000000004,0.48200000000000004,0.537,0.17859852210689042,0.15752514986346206,0.19305695443138274
0.0,0.885,6.4220000000000015,0.15290476190476193,0.0,0.608,4.5779999999999985,0.109,0.0,0.705,5.122000000000001,0.12195238095238095,cFGjJg-2zOk.002.mp4,0.225,0.222,0.149,0.66,0.386,0.5559999999999999,0.18408388314314167,0.14427109468057206,0.1621908374989014
0.0,0.765,5.430999999999999,0.09363793103448274,0.0,0.417,2.9690000000000003,0.0511896551724138,0.0,0.7040000000000001,4.356,0.07510344827586207,117jrwvl2Nc.000.mp4,0.208,0.24,0.264,0.5569999999999999,0.17700000000000005,0.4400000000000001,0.18255782104498114,0.048241163714645305,0.15469396310852673
0.0,0.833,5.07,0.12071428571428572,0.0,0.6829999999999999,4.222,0.10052380952380953,0.0,0.5870000000000001,4.531000000000001,0.10788095238095237,F0VbEO_0Ybc.000.mp4,0.35700000000000004,0.269,0.409,0.4759999999999999,0.414,0.1780000000000001,0.14035352190490666,0.1350731854666157,0.06709050456263642
0.0,0.802,6.414,0.14577272727272728,0.0,0.602,3.927,0.08925,0.0,0.823,5.651,0.12843181818181815,41NNb7cucVo.002.mp4,0.208,0.265,0.264,0.5940000000000001,0.337,0.5589999999999999,0.15386890524079258,0.10304761035560213,0.1632516156122199
0.0,0.875,7.417000000000001,0.185425,0.0,0.642,5.207999999999999,0.1302,0.0,0.7040000000000001,6.238,0.15594999999999998,Ay7bZ7Sgx9Q.001.mp4,0.6709999999999999,0.329,0.531,0.20400000000000007,0.3130000000000001,0.17300000000000004,0.06368838198604203,0.121987540347365,0.05708204621419945
0.0,0.98,5.936,0.12114285714285715,0.0,0.897,4.308,0.08791836734693878,0.0,0.8909999999999999,5.037,0.10279591836734693,Hklc55y7vUI.000.mp4,0.5,0.2,0.253,0.48,0.6970000000000001,0.6379999999999999,0.18272268673296585,0.2366089131410264,0.20101409569148795
0.0,0.93,8.83,0.18395833333333333,0.0,0.618,5.702000000000001,0.11879166666666667,0.0,0.812,5.982000000000001,0.12462500000000006,yuE25dFTn2o.000.mp4,0.542,0.205,0.12,0.38799999999999996,0.413,0.6920000000000001,0.1115017438827254,0.124281155271246,0.16648248156087378
0.0,0.757,2.7790000000000004,0.07313157894736844,0.0,0.594,1.8840000000000001,0.04957894736842105,0.0,0.667,2.1710000000000003,0.05713157894736842,YzcZY1mUZfc.001.mp4,0.612,0.353,0.375,0.14500000000000002,0.24100000000000002,0.29200000000000004,0.05784191819087608,0.10211023455070503,0.10741130061590354
0.0,0.823,6.1469999999999985,0.1807941176470588,0.0,0.583,4.263,0.12538235294117647,0.0,0.593,4.185,0.12308823529411765,za14O68VN3E.001.mp4,0.375,0.29,0.233,0.448,0.293,0.36,0.12423288614533595,0.11199558026993743,0.10881107480399227
0.0,0.935,3.498,0.20576470588235296,0.0,0.494,1.913,0.11252941176470588,0.0,0.75,2.7689999999999997,0.16288235294117648,IXVf5VWxOAg.002.mp4,0.472,0.23,0.259,0.46299999999999997,0.264,0.491,0.15921507466317378,0.08694964059730206,0.16174968315270358
0.0,0.774,5.484,0.1612941176470588,0.0,0.912,4.16,0.1223529411764706,0.0,0.75,4.811,0.1415,rvB9DYAKHpk.001.mp4,0.16699999999999998,0.25,0.312,0.607,0.662,0.43799999999999994,0.1616373719162744,0.19619174294551747,0.15072853080953186
0.0,0.875,11.466,0.2248235294117647,0.0,0.516,6.814,0.1336078431372549,0.0,0.7929999999999999,9.097000000000001,0.17837254901960786,hIFNZ_ycngg.002.mp4,0.24,0.24,0.349,0.635,0.276,0.444,0.1498046876584456,0.07957052931709371,0.0919982722596758
0.0,0.7190000000000001,1.354,0.09026666666666668,0.0,0.353,0.6219999999999999,0.041466666666666666,0.0,0.446,0.758,0.05053333333333333,TNtcyfM9jak.003.mp4,0.635,0.269,0.312,0.08400000000000007,0.08400000000000002,0.134,0.04200000000000004,0.04200000000000001,0.067
0.0,0.875,5.2989999999999995,0.0999811320754717,0.0,0.62,3.7489999999999997,0.07073584905660378,0.0,0.669,4.155,0.07839622641509435,PRplbrM70sg.001.mp4,0.104,0.24,0.17,0.7709999999999999,0.38,0.499,0.22349157562422794,0.1292274520951334,0.15238187023068064
