id,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Wd0V4MNvqcg.000.mp4,50,8.69,34.44,69.14,63.69,16.67,10.0,90.0,62.0,24.0,10.0,6.0,0.0,4.0,0.0,0.0,14.0,2.0,12.0,14.0,6.0,6.0,4.0,20.0,2.0,2.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,2.0,6.0,2.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,4.0,16.0,2.0,10.0,0.0,10.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
w_ExyXsnw2A.000.mp4,51,3.12,98.38,11.28,90.49,17.0,7.84,98.04,72.55,25.49,17.65,0.0,17.65,0.0,0.0,0.0,7.84,5.88,11.76,15.69,7.84,7.84,7.84,31.37,1.96,0.0,3.92,3.92,0.0,7.84,5.88,1.96,0.0,0.0,0.0,19.61,0.0,0.0,0.0,0.0,17.65,1.96,1.96,5.88,1.96,0.0,7.84,1.96,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,25.49,17.65,0.0,3.92,1.96,1.96,0.0,25.49,0.0,9.8,3.92,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.73,3.92,0.0,0.0,0.0,0.0,0.0,1.96,0.0,7.84,0.0,0.0
DnTtbAR_Qyw.004.mp4,46,1.0,4.11,99.0,99.0,9.2,10.87,89.13,65.22,23.91,17.39,15.22,0.0,0.0,0.0,2.17,6.52,0.0,4.35,15.22,15.22,13.04,4.35,17.39,8.7,2.17,4.35,2.17,2.17,8.7,8.7,0.0,0.0,0.0,0.0,6.52,0.0,0.0,0.0,0.0,13.04,2.17,4.35,0.0,0.0,2.17,4.35,2.17,2.17,0.0,0.0,2.17,0.0,0.0,0.0,0.0,4.35,2.17,2.17,0.0,0.0,0.0,0.0,19.57,0.0,19.57,0.0,13.04,6.52,0.0,2.17,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.57,8.7,2.17,0.0,0.0,0.0,0.0,2.17,0.0,6.52,0.0,0.0
rIHcq2E67Nc.005.mp4,42,2.86,31.71,80.64,99.0,10.5,11.9,95.24,61.9,26.19,21.43,14.29,0.0,2.38,4.76,0.0,4.76,0.0,9.52,9.52,11.9,7.14,2.38,19.05,4.76,0.0,2.38,0.0,0.0,14.29,11.9,2.38,0.0,0.0,2.38,14.29,2.38,0.0,7.14,0.0,9.52,0.0,2.38,2.38,2.38,0.0,4.76,2.38,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,2.38,0.0,0.0,4.76,0.0,11.9,7.14,2.38,14.29,0.0,7.14,7.14,0.0,4.76,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,9.52,4.76,0.0,0.0,2.38,0.0,2.38,0.0,4.76,0.0,0.0
De4i7-FX9Og.004.mp4,45,1.0,99.0,82.75,67.75,5.0,2.22,97.78,60.0,31.11,28.89,13.33,2.22,13.33,0.0,0.0,2.22,0.0,11.11,11.11,13.33,8.89,2.22,20.0,6.67,4.44,0.0,0.0,2.22,11.11,6.67,4.44,2.22,0.0,2.22,33.33,0.0,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,0.0,0.0,17.78,6.67,13.33,0.0,4.44,11.11,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,37.78,20.0,6.67,0.0,0.0,0.0,0.0,2.22,0.0,8.89,0.0,0.0
cA43Gfcg0QA.000.mp4,25,30.73,50.0,69.14,25.77,8.33,8.0,100.0,44.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,16.0,12.0,0.0,12.0,8.0,0.0,0.0,12.0,4.0,8.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,16.0,20.0,12.0,4.0,0.0,4.0,16.0,0.0,0.0,8.0,4.0,4.0,0.0,4.0,4.0,16.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,16.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pZxqWp0e-Ik.000.mp4,26,43.96,6.21,98.79,89.84,13.0,7.69,96.15,53.85,23.08,19.23,15.38,0.0,3.85,0.0,0.0,3.85,0.0,19.23,7.69,0.0,3.85,7.69,30.77,11.54,0.0,0.0,0.0,0.0,7.69,3.85,0.0,0.0,0.0,0.0,11.54,0.0,0.0,0.0,0.0,26.92,7.69,0.0,7.69,3.85,0.0,7.69,3.85,0.0,0.0,3.85,3.85,0.0,3.85,0.0,0.0,3.85,0.0,0.0,0.0,3.85,0.0,0.0,26.92,3.85,11.54,3.85,7.69,0.0,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23,7.69,3.85,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0
D3AomvNhR1k.003.mp4,62,6.71,9.86,90.96,25.77,10.33,6.45,96.77,70.97,22.58,11.29,9.68,1.61,0.0,0.0,0.0,11.29,8.06,9.68,14.52,12.9,8.06,1.61,24.19,4.84,3.23,0.0,0.0,3.23,3.23,1.61,1.61,0.0,0.0,1.61,3.23,0.0,0.0,0.0,0.0,16.13,3.23,0.0,1.61,6.45,1.61,6.45,1.61,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,4.84,1.61,0.0,0.0,3.23,0.0,4.84,16.13,1.61,11.29,0.0,4.84,8.06,0.0,3.23,0.0,0.0,0.0,0.0,4.84,0.0,0.0,3.23,0.0,1.61,20.97,8.06,6.45,0.0,0.0,0.0,0.0,1.61,0.0,4.84,0.0,0.0
Fi1ILrwQpSY.003.mp4,47,26.39,99.0,51.84,66.07,15.67,14.89,93.62,53.19,19.15,10.64,2.13,8.51,0.0,0.0,0.0,8.51,2.13,10.64,12.77,6.38,4.26,0.0,23.4,2.13,4.26,2.13,6.38,2.13,6.38,4.26,2.13,0.0,2.13,0.0,17.02,0.0,0.0,0.0,0.0,4.26,0.0,0.0,0.0,4.26,0.0,0.0,4.26,2.13,2.13,0.0,0.0,0.0,0.0,0.0,0.0,19.15,14.89,2.13,4.26,0.0,0.0,0.0,21.28,2.13,19.15,2.13,2.13,14.89,2.13,12.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,4.26,12.77,0.0,0.0,0.0,0.0,2.13,0.0,4.26,0.0,0.0
Xfmu-7JuDGg.002.mp4,44,93.26,50.0,11.0,68.66,14.67,11.36,77.27,50.0,13.64,4.55,0.0,4.55,0.0,0.0,0.0,9.09,6.82,20.45,6.82,0.0,2.27,4.55,13.64,2.27,2.27,0.0,11.36,4.55,2.27,2.27,0.0,0.0,0.0,0.0,6.82,0.0,0.0,0.0,0.0,20.45,4.55,0.0,0.0,6.82,2.27,6.82,2.27,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,6.82,4.55,2.27,0.0,0.0,0.0,0.0,13.64,0.0,2.27,0.0,0.0,2.27,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.55,6.82,9.09,4.55,0.0,0.0,0.0,0.0,0.0,4.55,0.0,4.55
YzNbGMNr3z0.001.mp4,35,17.04,92.33,78.4,98.56,17.5,17.14,91.43,65.71,20.0,14.29,0.0,8.57,0.0,0.0,5.71,5.71,0.0,17.14,8.57,11.43,5.71,5.71,20.0,2.86,0.0,0.0,0.0,0.0,5.71,5.71,0.0,0.0,0.0,0.0,17.14,0.0,2.86,0.0,2.86,14.29,5.71,2.86,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,8.57,2.86,2.86,0.0,0.0,0.0,14.29,0.0,14.29,2.86,8.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0,2.86,2.86,0.0,11.43,2.86,2.86,0.0,0.0,0.0,0.0,2.86,0.0,2.86,0.0,0.0
aFVFvJNnFt0.000.mp4,47,66.74,58.41,65.58,1.0,47.0,12.77,85.11,46.81,12.77,8.51,8.51,0.0,0.0,0.0,0.0,4.26,4.26,12.77,8.51,2.13,8.51,0.0,14.89,6.38,0.0,2.13,4.26,0.0,14.89,4.26,10.64,0.0,4.26,2.13,12.77,0.0,0.0,0.0,0.0,4.26,0.0,0.0,2.13,2.13,0.0,0.0,0.0,0.0,0.0,0.0,4.26,0.0,0.0,2.13,0.0,14.89,8.51,2.13,4.26,0.0,0.0,2.13,6.38,2.13,17.02,2.13,10.64,4.26,0.0,8.51,2.13,0.0,2.13,0.0,2.13,2.13,0.0,0.0,0.0,0.0,29.79,12.77,14.89,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cgT-3CHBmKs.000.mp4,33,9.4,72.77,31.94,99.0,8.25,12.12,96.97,57.58,33.33,18.18,12.12,0.0,6.06,0.0,0.0,15.15,6.06,3.03,9.09,0.0,6.06,0.0,15.15,3.03,3.03,3.03,0.0,3.03,9.09,9.09,0.0,0.0,0.0,0.0,15.15,0.0,0.0,0.0,0.0,21.21,9.09,0.0,6.06,9.09,3.03,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,3.03,0.0,6.06,0.0,3.03,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12,0.0,0.0,12.12,0.0,0.0,39.39,24.24,15.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P_wDFLJnW-o.004.mp4,38,6.56,3.3,90.72,25.77,5.43,10.53,94.74,60.53,26.32,5.26,5.26,0.0,0.0,0.0,0.0,21.05,5.26,10.53,15.79,10.53,0.0,5.26,26.32,7.89,5.26,2.63,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,21.05,2.63,2.63,0.0,0.0,2.63,13.16,5.26,2.63,2.63,0.0,7.89,7.89,0.0,0.0,0.0,2.63,0.0,0.0,2.63,0.0,0.0,0.0,23.68,2.63,7.89,2.63,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.21,18.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0.0,0.0
t0_DAgeU4nM.002.mp4,31,20.95,9.86,39.18,25.77,6.2,9.68,90.32,58.06,25.81,6.45,6.45,0.0,0.0,0.0,0.0,19.35,9.68,6.45,16.13,0.0,6.45,0.0,25.81,3.23,0.0,3.23,0.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.81,0.0,0.0,3.23,16.13,0.0,6.45,0.0,0.0,0.0,0.0,6.45,0.0,0.0,0.0,6.45,3.23,0.0,0.0,3.23,0.0,0.0,0.0,22.58,3.23,9.68,0.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.48,12.9,9.68,0.0,0.0,0.0,0.0,6.45,0.0,6.45,0.0,0.0
TTuysItuSdo.004.mp4,40,72.69,40.12,43.37,2.89,13.33,12.5,95.0,67.5,17.5,10.0,2.5,0.0,0.0,7.5,0.0,7.5,12.5,17.5,12.5,5.0,5.0,2.5,17.5,12.5,7.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.5,20.0,5.0,2.5,0.0,2.5,2.5,7.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,10.0,7.5,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,5.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0
nUbhRInpVbA.004.mp4,42,23.74,97.14,6.5,70.57,10.5,16.67,95.24,64.29,23.81,11.9,0.0,0.0,11.9,0.0,0.0,11.9,2.38,16.67,16.67,4.76,0.0,4.76,21.43,4.76,2.38,2.38,0.0,2.38,7.14,4.76,2.38,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,16.67,0.0,0.0,2.38,7.14,0.0,9.52,7.14,4.76,2.38,0.0,2.38,0.0,2.38,0.0,0.0,7.14,0.0,4.76,2.38,0.0,0.0,0.0,16.67,2.38,4.76,2.38,2.38,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,14.29,4.76,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0
kL-CeaXG9jM.004.mp4,36,62.04,60.95,4.97,98.27,6.0,0.0,97.22,58.33,22.22,11.11,8.33,0.0,2.78,0.0,0.0,11.11,11.11,13.89,11.11,5.56,2.78,0.0,33.33,0.0,0.0,5.56,0.0,5.56,11.11,8.33,2.78,2.78,0.0,0.0,8.33,0.0,0.0,0.0,0.0,25.0,5.56,5.56,2.78,11.11,0.0,0.0,2.78,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,11.11,0.0,5.56,0.0,5.56,0.0,2.78,27.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.56,19.44,2.78,0.0,0.0,0.0,0.0,2.78,0.0,5.56,0.0,0.0
