id,flair_prob_min,flair_prob_max,flair_prob_mean,flair_prob_std,flair_prob_sum,polarity_min,polarity_max,polarity_mean,polarity_std,polarity_sum,neg_min,neg_max,neg_mean,neg_std,neg_sum,pos_min,pos_max,pos_mean,pos_std,pos_sum,compound_min,compound_max,compound_mean,compound_std,compound_sum,neu_min,neu_max,neu_mean,neu_std,neu_sum,subjectivity_min,subjectivity_max,subjectivity_mean,subjectivity_std,subjectivity_sum
-8asrRvfJWA.003.mp4,0.00010001659393310548,0.00019997358322143557,0.00013333559036254883,5.77101946730019e-05,0.0004000067710876465,-0.71428573,0.0,-0.23809524,0.41239306,-0.71428573,0.0,0.545,0.28733334,0.2737085,0.862,0.0,0.08199999999999999,0.027333334,0.047342725,0.08199999999999999,-0.9001,0.0,-0.51596665,0.46430597,-1.5479,0.455,1.0,0.6853334,0.28211758,2.056,0.0,0.85714287,0.31904763,0.46867886,0.9571429
-8asrRvfJWA.004.mp4,0.0006999969482421875,0.9940000176429749,0.23794284888676234,0.402179340545595,1.6655999422073364,-0.15555556,0.4,0.0027777776,0.18697974,0.019444443,0.0,0.33299999999999996,0.08514286,0.14680648,0.596,0.0,0.0,0.0,0.0,0.0,-0.6124,0.0,-0.13908571,0.24835637,-0.97360003,0.667,1.0,0.91485715,0.14680648,6.404,0.0,0.7,0.20912698,0.26392648,1.4638889
-9BZ8A9U7TE.000.mp4,0.0,0.694100022315979,0.2366750091314316,0.32216712100817857,0.9467000365257264,0.0,0.5,0.25,0.28867513,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10800000000000001,0.027000000000000003,0.054000000000000006,0.10800000000000001,0.0,0.3919,0.097975,0.19595,0.3919,0.892,1.0,0.973,0.05399999,3.892,0.0,0.5,0.25,0.28867513,1.0
-9BZ8A9U7TE.003.mp4,0.000599980354309082,0.9957000017166138,0.6233333349227905,0.5427417635388442,1.870000004768372,0.0,0.5,0.25833333,0.2504163,0.775,0.0,0.0,0.0,0.0,0.0,0.2,0.455,0.30266666,0.13455978,0.9079999999999999,0.3612,0.8462,0.5554,0.25652468,1.6661999,0.545,0.8,0.69733334,0.13455977,2.092,0.0,1.0,0.53333336,0.5033223,1.6
-9BZ8A9U7TE.004.mp4,0.003499984741210937,0.9975000023841858,0.4616249948740006,0.5308567521312316,1.8464999794960024,0.0,0.6,0.31666666,0.28087166,1.2666667,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.104499996,0.13149525,0.41799998,0.0,0.5994,0.26455,0.310822,1.0582,0.727,1.0,0.8955,0.13149525,3.582,0.0,1.0,0.5708333000000001,0.48655534,2.2833333
-AmMDnVl4s8.003.mp4,0.002300024032592773,0.88919997215271,0.5211199998855591,0.4615661675702126,2.6055999994277954,-0.38888890000000004,0.6,0.07422222,0.35682276,0.37111112,0.0,0.9009999999999999,0.18020001,0.40293947,0.9009999999999999,0.0,0.5,0.127,0.21655254,0.635,-0.8442,0.4588,-0.0048400043,0.51320547,-0.024200022,0.099,1.0,0.6928,0.38992524,3.464,0.0,0.9,0.45466667,0.43658775,2.2733333
-C5M9g4Quzc.002.mp4,0.9409999847412108,0.9699000120162964,0.9554499983787536,0.020435405262689103,1.9108999967575075,0.0,0.3,0.15,0.21213204,0.3,0.0,0.046,0.023,0.032526914,0.046,0.33299999999999996,0.47600000000000003,0.4045,0.10111627,0.809,0.3612,0.9523,0.65675,0.4179708,1.3135,0.478,0.667,0.5725,0.1336432,1.145,0.0,0.8,0.4,0.56568545,0.8
-DOqN0d8KHw.002.mp4,0.9975000023841858,0.9998999834060668,0.9986999928951265,0.0016970428552911482,1.997399985790253,-0.125,0.0,-0.0625,0.08838834599999999,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.179,0.0895,0.12657212,0.179,0.0,0.6124,0.3062,0.43303218,0.6124,0.821,1.0,0.9105,0.12657213,1.821,0.0,0.375,0.1875,0.26516503,0.375
-DOqN0d8KHw.003.mp4,0.004999995231628418,0.8348000049591064,0.5260999997456869,0.4538472582412658,1.5782999992370603,-0.25,0.5,0.125,0.375,0.375,0.0,0.24100000000000002,0.119333334,0.12051694,0.35799998,0.0,0.27699999999999997,0.09233334,0.15992603,0.27699999999999997,-0.5416,0.3182,-0.124633335,0.43048325,-0.3739,0.723,0.883,0.78833336,0.0839365,2.365,0.325,0.8888889000000001,0.70092595,0.3255614,2.1027777000000003
-Gl98Jn45Fs.000.mp4,0.9914000034332277,0.9984999895095824,0.994949996471405,0.005020448300920675,1.98989999294281,0.46666667,1.0,0.73333335,0.37712362,1.4666667,0.0,0.099,0.0495,0.07000357,0.099,0.193,0.379,0.28600000000000003,0.13152187,0.5720000000000001,0.457,0.7717,0.61435,0.22252654,1.2287,0.621,0.7070000000000001,0.66400003,0.060811199999999996,1.3280001000000001,0.23333333,1.0,0.6166666999999999,0.5421151999999999,1.2333333
-Gl98Jn45Fs.001.mp4,0.008000016212463379,0.9872000217437744,0.3824600100517273,0.37149559940061705,1.9123000502586365,0.0,0.6,0.120000005,0.26832816,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.39899999999999997,0.13699999999999998,0.19180198,0.685,0.0,0.743,0.1986,0.32300895,0.993,0.601,1.0,0.863,0.19180198,4.315,0.0,0.9,0.17999999,0.40249223,0.9
-Gl98Jn45Fs.003.mp4,0.29739999771118164,0.7074999809265137,0.4372999866803487,0.23404928453147034,1.311899960041046,0.0,0.5,0.18055555,0.27743033,0.5416667,0.0,0.071,0.023666667000000002,0.04099187,0.071,0.151,0.33799999999999997,0.27399999999999997,0.10655046,0.8220000000000001,0.3535,0.4728,0.42836666,0.0652132,1.2851,0.662,0.778,0.70233333,0.065576926,2.1069999,0.0,1.0,0.45833334,0.5051815,1.375
-IK--4uz5ZY.000.mp4,0.013000011444091795,0.9997000098228456,0.6074400067329406,0.5249739040051016,3.037200033664704,-0.275,0.25,-0.0050000013,0.18574175,-0.025000006,0.0,0.419,0.0838,0.18738249,0.419,0.0,0.17600000000000002,0.0352,0.078709595,0.17600000000000002,-0.4215,0.0,-0.0843,0.18850052,-0.4215,0.405,1.0,0.8809999999999999,0.2660921,4.405,0.0,0.55,0.205,0.28195745,1.025
-IK--4uz5ZY.002.mp4,0.8801000118255615,0.9998999834060668,0.972350001335144,0.04694471758038053,5.834100008010863,-0.4,0.31818179999999996,-0.0136363655,0.22808944,-0.08181819,0.0,0.149,0.024833335,0.060828999999999994,0.149,0.0,0.40700000000000003,0.06783333400000001,0.16615705,0.40700000000000003,-0.0572,0.875,0.1363,0.36261016,0.8178,0.593,1.0,0.9073333,0.16512258,5.4440002,0.0,0.6,0.27708334,0.30520657,1.6625
-IK--4uz5ZY.003.mp4,0.009100019931793213,0.07590001821517944,0.04250001907348633,0.04723473176943214,0.08500003814697266,-0.083333336,0.35,0.13333333,0.30641294,0.26666665,0.0,0.147,0.0735,0.10394469999999999,0.147,0.0,0.043,0.0215,0.030405592000000002,0.043,-0.5334,0.1326,-0.2004,0.4709331,-0.4008,0.853,0.9570000000000001,0.905,0.07353913,1.81,0.41666666,0.55,0.48333335,0.09428092,0.9666667
-IK--4uz5ZY.004.mp4,0.0317000150680542,0.9951000213623048,0.8125,0.3841929081453211,4.875,0.0,0.7,0.2361111,0.27170587,1.4166666,0.0,0.0,0.0,0.0,0.0,0.0,0.606,0.22533333,0.23184018,1.3519999999999999,0.0,0.688,0.33735,0.3084356,2.0241,0.39399999999999996,1.0,0.77466667,0.23184018,4.648,0.0,0.9,0.45555556,0.43533725,2.7333333
-N6QKrbnaDs.005.mp4,0.012099981307983398,0.991699993610382,0.5975249856710434,0.4728978204566856,2.3900999426841736,0.0,0.6,0.184375,0.2845638,0.7375,0.0,0.0,0.0,0.0,0.0,0.0,0.41700000000000004,0.2235,0.17744200000000002,0.894,0.0,0.883,0.41655,0.37433124,1.6662,0.583,1.0,0.7765,0.17744200000000002,3.1060000000000003,0.0,0.8,0.378125,0.43807998,1.5125
-NwfYYf5xLo.005.mp4,0.029200017452239987,0.9993000030517578,0.7547500133514404,0.4837056412152054,3.0190000534057617,-0.06666667,0.2,0.067424245,0.12227752,0.26969698,0.0,0.17800000000000002,0.0445,0.08900000000000001,0.17800000000000002,0.0,0.237,0.11175,0.12950772,0.447,0.0,0.6808,0.209925,0.32272995,0.8397,0.612,1.0,0.84375,0.19066267,3.375,0.0,0.64166665,0.33655304,0.27554548,1.3462121
-OXMbG7ZwRk.000.mp4,0.0073000192642211905,0.2904999852180481,0.1037000020345052,0.16180134497308754,0.3111000061035156,0.0,0.275,0.108333334,0.14648663,0.32500002,0.0,0.115,0.038333334,0.06639528,0.115,0.0,0.115,0.038333334,0.06639528,0.115,0.0,0.0,0.0,0.0,0.0,0.769,1.0,0.9229999999999999,0.13336791,2.7689999999999997,0.0,0.5125,0.25833333,0.2562754,0.775
-OXMbG7ZwRk.003.mp4,0.2524999976158142,0.9977999925613404,0.6251499950885773,0.5270066804442811,1.2502999901771543,0.1,0.13809524,0.11904763,0.026937405,0.23809525,0.0,0.157,0.0785,0.11101577,0.157,0.0,0.203,0.1015,0.14354268,0.203,-0.4215,0.7469,0.16270001,0.82618356,0.32540002,0.797,0.843,0.82,0.032526914,1.64,0.3,0.52380955,0.41190478,0.15825725,0.82380956
-OXMbG7ZwRk.004.mp4,0.061200022697448724,0.9995999932289124,0.6313250064849854,0.4515352609634347,2.5253000259399414,0.0,0.41666666,0.104166664,0.20833333,0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0325,0.065,0.13,0.0,0.2716,0.0679,0.1358,0.2716,0.87,1.0,0.9675,0.065,3.87,0.0,0.5,0.2,0.24494898,0.8
-OXMbG7ZwRk.005.mp4,0.9833999872207642,0.9986000061035156,0.99099999666214,0.010748036426157131,1.98199999332428,-0.05,0.5,0.225,0.38890874,0.45,0.0,0.16,0.08,0.11313708,0.16,0.0,0.076,0.038,0.053740114000000005,0.076,-0.4939,0.0,-0.24695,0.34924003,-0.4939,0.763,1.0,0.8815,0.1675843,1.7630000000000001,0.15,0.5,0.325,0.24748737,0.65
-Osv5l1vrNU.001.mp4,0.00700002908706665,0.9993000030517578,0.6735000014305115,0.4666819376598429,2.694000005722046,0.0,0.8,0.25,0.37859390000000004,1.0,0.0,0.228,0.08075,0.107899256,0.32299999999999995,0.0,0.33299999999999996,0.08325,0.1665,0.33299999999999996,-0.25,0.29600000000000004,0.011500001000000001,0.22329876,0.046000004000000004,0.439,1.0,0.83599997,0.26842877,3.3439998999999996,0.0,0.4,0.2,0.23094009999999998,0.8
-Osv5l1vrNU.004.mp4,0.4402999877929688,0.4402999877929688,0.4402999877929688,,0.4402999877929688,0.044715907,0.044715907,0.044715907,,0.044715907,0.0,0.0,0.0,,0.0,0.223,0.223,0.223,,0.223,0.831,0.831,0.831,,0.831,0.777,0.777,0.777,,0.777,0.47041667,0.47041667,0.47041667,,0.47041667
-R2SZu3SYgM.000.mp4,0.3973000049591065,0.3973000049591065,0.3973000049591065,,0.3973000049591065,-0.16111112,-0.16111112,-0.16111112,,-0.16111112,0.03,0.03,0.03,,0.03,0.0,0.0,0.0,,0.0,-0.0258,-0.0258,-0.0258,,-0.0258,0.97,0.97,0.97,,0.97,0.22777778,0.22777778,0.22777778,,0.22777778
-R2SZu3SYgM.004.mp4,0.004700005054473877,0.010500013828277588,0.00836666425069173,0.003189561762059493,0.025099992752075195,-0.1875,0.0,-0.0625,0.10825317,-0.1875,0.0,0.36200000000000004,0.12066666,0.2090008,0.36200000000000004,0.0,0.20199999999999999,0.06733333,0.11662476,0.20199999999999999,-0.5267,0.5859,0.01973333,0.5565624,0.05919999,0.638,1.0,0.812,0.18140562,2.4359999,0.0,1.0,0.5,0.5,1.5
-RhPxhfpg4U.001.mp4,0.3190000057220459,0.9973999857902528,0.6581999957561493,0.4797012262630477,1.3163999915122986,0.0,0.25,0.125,0.17677669,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.184,0.092,0.13010766,0.184,0.0,0.6597,0.32985,0.46647832,0.6597,0.816,1.0,0.9079999999999999,0.13010766,1.8159999999999998,0.0,0.34583333,0.17291667,0.2445411,0.34583333
-RhPxhfpg4U.003.mp4,0.0020999908447265625,0.9984999895095824,0.34003334244092304,0.5031131713814588,2.0402000546455383,0.0,0.1875,0.03125,0.07654656,0.1875,0.0,0.111,0.0185,0.045315564,0.111,0.0,0.0,0.0,0.0,0.0,-0.3089,0.0,-0.051483333,0.1261079,-0.3089,0.889,1.0,0.9815,0.045315564,5.888999999999999,0.0,0.5,0.083333336,0.20412415,0.5
-RhPxhfpg4U.005.mp4,0.4212999939918518,0.8452000021934509,0.6332499980926514,0.29974257034438384,1.2664999961853027,0.0,0.5,0.25,0.35355338,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.11599999999999999,0.057999999999999996,0.08202438,0.11599999999999999,0.0,0.5574,0.2787,0.39414132,0.5574,0.884,1.0,0.94200003,0.08202438,1.8840001,0.0,0.6666667,0.33333334,0.47140455,0.6666667
-VTqcHNgH7M.002.mp4,0.007899999618530273,0.9926999807357788,0.7617200016975403,0.4223963161751049,3.808600008487701,0.0,0.225,0.044999998,0.10062306,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.617,0.3716,0.26063153,1.858,0.0,0.8824,0.52384,0.347595,2.6192,0.38299999999999995,1.0,0.62839997,0.26063153,3.142,0.0,0.225,0.044999998,0.10062306,0.225
-VTqcHNgH7M.003.mp4,0.026899993419647217,0.9556000232696532,0.3616999983787537,0.5157233285467532,1.085099995136261,0.0,0.20625,0.13541667,0.11731589999999999,0.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.040333334,0.069859385,0.121,0.0,0.5106,0.17019999,0.29479504,0.5106,0.879,1.0,0.95966667,0.06985938,2.8789999999999996,0.3,0.75,0.49444446,0.23114048,1.4833333
-VTqcHNgH7M.004.mp4,0.046999990940094,0.9998999834060668,0.7436749935150146,0.4648013664907744,2.9746999740600586,0.0,0.5,0.21203704,0.2098484,0.84814817,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.0775,0.10281537,0.31,0.0,0.4341,0.198825,0.23150429999999997,0.7953,0.7829999999999999,1.0,0.9225,0.102815375,3.69,0.0,0.52962965,0.3074074,0.25331820000000005,1.2296296
-Wqk9eex6bQ.002.mp4,0.13940000534057614,0.993499994277954,0.5664499998092651,0.6039398939889752,1.1328999996185305,0.5,0.55,0.525,0.03535535,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.5,0.75,0.625,0.17677669,1.25
-Wqk9eex6bQ.003.mp4,0.0023999810218811035,0.05479997396469116,0.028599977493286133,0.037052390343988224,0.057199954986572266,-0.15555556,0.2,0.02222222,0.25141573,0.04444444,0.0,0.0,0.0,0.0,0.0,0.0,0.21899999999999997,0.1095,0.15485638,0.21899999999999997,0.0,0.4939,0.24695,0.34924003,0.4939,0.7809999999999999,1.0,0.8905,0.15485637,1.781,0.2,0.2888889,0.24444446,0.06285394,0.48888892
-Wqk9eex6bQ.004.mp4,0.4448000192642212,0.9926000237464904,0.8042333523432413,0.3113985601770874,2.412700057029724,0.0,0.3,0.1,0.17320509,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.319,0.13966668,0.16315739,0.419,0.0,0.7269,0.33336666,0.36716604,1.0001,0.6809999999999999,1.0,0.8603333000000001,0.16315739,2.5809999,0.0,0.65,0.41666666,0.36170890000000006,1.25
-Wqk9eex6bQ.005.mp4,0.7835000157356262,0.9879000186920166,0.9186666806538901,0.11706939393904522,2.75600004196167,0.0,0.25,0.083333336,0.14433756,0.25,0.0,0.045,0.015000001,0.025980762999999997,0.045,0.0,0.054000000000000006,0.018000001,0.031176915,0.054000000000000006,0.0,0.0644,0.021466667000000002,0.03718136,0.0644,0.9009999999999999,1.0,0.9670000000000001,0.057157665,2.9010000000000002,0.0,0.33333334,0.11111111,0.19245009999999999,0.33333334
-aU2FN5pkWA.001.mp4,0.008599996566772461,0.9940999746322632,0.6539999842643738,0.5592035568278444,1.9619999527931211,0.0,0.11111111,0.07037037,0.06119523,0.21111111,0.0,0.0,0.0,0.0,0.0,0.0,0.409,0.20866667,0.20462729999999998,0.626,0.0,0.8948,0.41866666,0.45015950000000005,1.256,0.591,1.0,0.7913333,0.20462729,2.374,0.0,0.5555555999999999,0.31851852,0.28660065,0.95555556
-aU2FN5pkWA.004.mp4,0.0012000203132629395,0.8970000147819519,0.4491000175476074,0.6334262506756817,0.8982000350952148,-0.8,0.3,-0.25,0.7778175,-0.5,0.0,0.121,0.0605,0.08555992,0.121,0.091,0.16699999999999998,0.129,0.053740114000000005,0.258,0.0258,0.2263,0.12605,0.14177491,0.2521,0.711,0.909,0.81,0.14000711,1.62,0.1,0.9,0.5,0.5656854,1.0
-agCXYgb7pI.004.mp4,0.0034000277519226074,0.9997000098228456,0.6674666802088419,0.5750986256116063,2.002400040626526,-0.35,0.26666668,-0.02777777,0.30927035,-0.08333331,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.16166666,0.15457146,0.485,0.0,0.8074,0.49086666,0.43100786,1.4726,0.6920000000000001,1.0,0.8383333000000001,0.15457146,2.5149999,0.0,0.4,0.24444444,0.21430334,0.73333335
-awAu11kBZ0.000.mp4,0.3260999917984009,0.3260999917984009,0.3260999917984009,,0.3260999917984009,0.30222222,0.30222222,0.30222222,,0.30222222,0.022000000000000002,0.022000000000000002,0.022000000000000002,,0.022000000000000002,0.239,0.239,0.239,,0.239,0.9559,0.9559,0.9559,,0.9559,0.74,0.74,0.74,,0.74,0.9066666999999999,0.9066666999999999,0.9066666999999999,,0.9066666999999999
-c2HtptBFxY.002.mp4,0.01810002326965332,0.9939000010490416,0.43937501311302185,0.4908988846038884,1.7575000524520874,0.0,0.25,0.08916667,0.118427195,0.35666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.56,0.25458333,0.2456864,1.0183333
-c_tyGzShwk.004.mp4,0.07950001955032349,0.07950001955032349,0.07950001955032349,,0.07950001955032349,-0.07777778,-0.07777778,-0.07777778,,-0.07777778,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,,1.0,0.14444445,0.14444445,0.14444445,,0.14444445
-fXqnCljdm0.000.mp4,0.000500023365020752,0.9832000136375428,0.210916668176651,0.39312806086218094,1.265500009059906,-0.175,0.0,-0.029166667,0.071443446,-0.175,0.0,0.445,0.089833334,0.17801170000000002,0.539,0.0,1.0,0.18083334,0.40274578,1.085,-0.3412,0.25,-0.028066667000000003,0.18981615,-0.16839999,0.0,1.0,0.72933334,0.39761874,4.376,0.0,0.7,0.20833333,0.32621568,1.25
-fXqnCljdm0.003.mp4,0.000299990177154541,0.042900025844573975,0.014175012707710266,0.02005017532282946,0.05670005083084105,-0.125,0.6,0.26875,0.38588375,1.075,0.0,0.318,0.19299999,0.14236572,0.77199996,0.0,0.42,0.16275,0.20315081,0.6509999999999999,-0.3252,0.4404,-0.0038749948,0.384375,-0.015499978999999999,0.58,0.72,0.6445,0.06737705,2.5780000000000003,0.0,1.0,0.6875,0.47324234,2.75
-fqiCqZtgYs.001.mp4,0.000800013542175293,0.9994000196456908,0.7801545533266935,0.4002082864310084,8.581700086593628,-0.29166666,0.0,-0.039772727,0.09430601,-0.4375,0.0,0.71,0.13054545,0.23078187,1.436,0.0,0.73,0.29709092,0.34776816,3.2680001,-0.5994,0.4019,0.061154544000000005,0.34431693,0.6727,0.27,1.0,0.5723636,0.2981249,6.296,0.0,0.5416667,0.07840909,0.18130332,0.8625
-fqiCqZtgYs.002.mp4,0.009999990463256836,0.9975000023841858,0.5521833201249441,0.3595259668071839,3.3130999207496643,-0.125,1.0,0.21354167,0.42592576,1.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.20966667,0.16806746,1.258,0.0,0.5719,0.30016667,0.25753465,1.801,0.63,1.0,0.79033333,0.16806746,4.742,0.0,1.0,0.35416666,0.43600938,2.125
-fqiCqZtgYs.003.mp4,0.6205999851226807,0.9983000159263612,0.8990499973297119,0.18571567834100933,3.596199989318848,0.0,0.6,0.30833334,0.28722814,1.2333333,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.21575,0.24958415,0.863,0.0,0.7996,0.3559,0.41716382,1.4236,0.55,1.0,0.78425,0.24958415,3.137,0.0,0.9,0.39166665,0.39756199999999997,1.5666666
-mt-IKgGhuY.004.mp4,0.7731999754905701,0.9987000226974488,0.8859499990940094,0.1594526125378705,1.7718999981880188,0.221875,0.36666667,0.29427084,0.10238317400000001,0.5885417,0.0,0.0,0.0,0.0,0.0,0.0,0.271,0.1355,0.19162594,0.271,0.0,0.624,0.312,0.44123465,0.624,0.7290000000000001,1.0,0.8645,0.19162595,1.729,0.496875,0.8,0.6484375,0.21434176,1.296875
-utrsarZeIY.001.mp4,0.0037000179290771493,0.9965000152587892,0.4511500100294749,0.4402632082414363,2.7069000601768494,-0.125,0.7,0.09583333,0.30017355,0.575,0.0,0.662,0.11033333,0.27026036,0.662,0.0,0.434,0.13983333,0.17691400000000002,0.8390000000000001,-0.2411,0.4404,0.14645,0.26650044,0.8787,0.33799999999999997,1.0,0.74983335,0.25944436,4.499,0.0,0.6,0.1375,0.23331846,0.82500005
-utrsarZeIY.004.mp4,0.0,0.06449997425079346,0.025599996248881023,0.03424512820185495,0.07679998874664308,0.0,0.2,0.06666667,0.11547005,0.2,0.132,0.444,0.298,0.1569586,0.894,0.0,0.0,0.0,0.0,0.0,-0.6808,-0.4391,-0.57743335,0.12458622,-1.7323,0.556,0.868,0.70199996,0.15695858,2.106,0.0,0.2,0.06666667,0.11547005,0.2
-zNyDPzId4E.001.mp4,0.000500023365020752,0.9983000159263612,0.4836000084877014,0.4659754895504101,2.4180000424385066,0.0,0.3,0.11,0.15165752,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.40299999999999997,0.15900001,0.17960791,0.795,0.0,0.6597,0.24616,0.30908227,1.2308,0.597,1.0,0.841,0.1796079,4.205,0.0,0.5125,0.19416666,0.22410315,0.9708333
-zNyDPzId4E.003.mp4,0.00019997358322143557,0.9983999729156494,0.3269999921321869,0.4653922994951849,1.3079999685287476,0.0,0.31818179999999996,0.10454545,0.15002295,0.41818180000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.23300001,0.20979832,0.93200004,0.0,0.4767,0.298525,0.21388867,1.1941,0.49200000000000005,1.0,0.767,0.20979832,3.068,0.0,0.5555555999999999,0.26388890000000004,0.30555555,1.0555556000000001
01qN-BqJXRM.005.mp4,0.977999985218048,0.9998000264167786,0.9889000058174132,0.015414956961768428,1.9778000116348269,0.175,0.73333335,0.45416668,0.39480129999999997,0.90833336,0.0,0.0,0.0,0.0,0.0,0.285,0.381,0.33299999999999996,0.06788226,0.6659999999999999,0.6801,0.9590000000000001,0.81955004,0.19721206,1.6391001,0.619,0.715,0.667,0.067882225,1.334,0.25416666,0.8333333,0.54375,0.40953267,1.0875
